16.787109375,39.375,-4.482421875,-138.779296875,-0.263671875,-76.46484375,-0.087890625,-1.494140625
16.787109375,39.375,-4.39453125,-138.779296875,-0.17578125,-76.46484375,-0.087890625,-1.494140625
16.69921875,39.375,-4.39453125,-138.779296875,-0.263671875,-76.46484375,-0.087890625,-1.494140625
16.787109375,39.375,-4.39453125,-138.779296875,-0.263671875,-76.46484375,-0.087890625,-1.58203125
16.787109375,39.375,-4.39453125,-138.779296875,-0.17578125,-76.46484375,-0.087890625,-1.494140625
16.787109375,39.287109375,-4.39453125,-138.779296875,-0.17578125,-76.46484375,-0.087890625,-1.494140625
16.787109375,39.287109375,-4.39453125,-138.779296875,-0.17578125,-76.46484375,-0.087890625,-1.58203125
16.875,39.287109375,-4.39453125,-138.779296875,-0.17578125,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-138.779296875,-0.087890625,-76.46484375,-0.087890625,-1.58203125
16.875,39.287109375,-4.39453125,-138.779296875,-0.087890625,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-138.779296875,-0.087890625,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-138.779296875,-0.087890625,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-138.779296875,0,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-138.779296875,-0.087890625,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-138.779296875,-0.087890625,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-138.779296875,-0.087890625,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-138.779296875,-0.087890625,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-138.779296875,-0.087890625,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-138.779296875,-0.17578125,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-138.779296875,-0.17578125,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-138.779296875,-0.17578125,-76.46484375,-0.087890625,-1.494140625
16.875,39.375,-4.39453125,-138.779296875,-0.17578125,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-138.779296875,-0.17578125,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-138.779296875,-0.17578125,-76.46484375,-0.087890625,-1.494140625
16.875,39.375,-4.39453125,-138.779296875,-0.263671875,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-138.8671875,-0.263671875,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.482421875,-138.955078125,-0.263671875,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-138.955078125,-0.17578125,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-139.04296875,-0.17578125,-76.46484375,-0.087890625,-1.494140625
16.875,39.287109375,-4.39453125,-139.04296875,-0.17578125,-76.46484375,-0.087890625,-1.494140625
